handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,cost,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
product_b56a6f49-6a35-ba97-61fb-cdc8dc5d8a11,Product,Crome Jean Chain,<p>&nbsp;</p>,7ae4c4_293af6bf3a9241068764805db6636473~mv2.jpg;7ae4c4_3b05fd6b64784fbfa4348ac8e5a7fc3c~mv2.jpg;7ae4c4_35589be9ae4342b8b7da4d55c5b843e9~mv2.jpg;7ae4c4_49108fcfe45f433d82a68a8bfb62441d~mv2.jpg;7ae4c4_0839445e303e4f718a3e4bff5a5364db~mv2.jpg;7ae4c4_8608382604254db28342d28f2d5187d6~mv2.jpg;7ae4c4_9f839b9a93bc49c896793c89eeed64fd~mv2.jpg,SICARCHIVE;Accessories,,,750.0,,true,PERCENT,0.0,41,0.08,,,,,,,,,,,,,,,,,,,,DESCRIPTION,"<p><strong>MATERIAL </strong>- Stainless Steel</p>

<p><strong>LENGTH</strong> - 22 Inches</p>
",CARE INSTRUCTION,"<p>You’ve got yourself a Sicsense Chain—built to last, no stress required. But if you want to keep it looking sharp, here’s the simple game plan:</p>

<p>1️⃣ Waterproof – Shower? Sweat? Spilled your drink? No worries, it’s built different.</p>

<p>2️⃣ Anti-Tarnish – Stays shining, no green neck disasters here.</p>

<p>3️⃣ Hypoallergenic – Your skin will love it. No rashes, no redness, just vibes.</p>

<p>4️⃣ 6-Month Warranty – If it ever lets you down (it won’t), we’ve got you.</p>

<p>Basically, put it on and forget about it—this chain works harder than your ex ever did.Wear it. Love it. Forget the hassle. Sicsense has you covered. 😏​​​​​​</p>
",SHIPPING,"<p>After placing your order, please wait for least 48 Hours which includes making, processing and packaging followed by 4-7 business days of shipping for India-wide orders.<br>
We will get ready and ship your package within 48 hours. Tracking information is automatically emailed to all customers and sent via message if the phone number is added to your order. If you don't receive this, please check your spam folder.</p>

<p>If you have any questions about shipping, please dm us on Instagram @Sicsense.in</p>
",RETURN & EXCHANGE,"<p>All sales made are final and cannot be refunded or cancelled once payment has processed and the order is confirmed.</p>

<p>For any Exchange or Replacement give us a text on Instagram @Sicsense.in</p>
",,,,,,,,,,,Sicsense
product_1f9a095d-8272-829d-1df7-ab0c9a156288,Product,RollPlay,<p>&nbsp;</p>,7ae4c4_c4c5b832d0084209ad81bea58671df09~mv2.jpg;7ae4c4_0153978414a944eb8b2b797409221aa6~mv2.jpg;7ae4c4_c261fce5fabf4c308bdc6e60eac03c26~mv2.jpg;7ae4c4_9dd7c170aa9e4f29bce5ede21c83816e~mv2.jpg;7ae4c4_abb95ad8e6504def9327280bfda73a4e~mv2.jpg,SICARCHIVE;Accessories,,,650.0,,true,PERCENT,0.0,55,0.08,,,,,,,,,,,,,,,,,,,,DESCRIPTION,"<p><strong>MATERIAL </strong>- Stainless Steel<strong>&nbsp;&nbsp;</strong></p>

<p>&nbsp;</p>
",CARE INSTRUCTION,"<p>You’ve got yourself a Sicsense ring—built to last, no stress required. But if you want to keep it looking sharp, here’s the simple game plan:</p>

<p>1️⃣ Waterproof – Shower? Sweat? Spilled your drink? No worries, it’s built different.</p>

<p>2️⃣ Anti-Tarnish – Stays shining, no green neck disasters here.</p>

<p>3️⃣ Hypoallergenic – Your skin will love it. No rashes, no redness, just vibes.</p>

<p>4️⃣ 6-Month Warranty – If it ever lets you down (it won’t), we’ve got you.</p>

<p>Basically, put it on and forget about it—this ring works harder than your ex ever did.Wear it. Love it. Forget the hassle. Sicsense has you covered. 😏​​​​​​</p>
",SHIPPING,"<p>After placing your order, please wait for least 48 Hours which includes making, processing and packaging followed by 4-7 business days of shipping for India-wide orders.<br>
We will get ready and ship your package within 48 hours. Tracking information is automatically emailed to all customers and sent via message if the phone number is added to your order. If you don't receive this, please check your spam folder.</p>

<p>If you have any questions about shipping, please dm us on Instagram @Sicsense.in</p>
",RETURN & EXCHANGE,"<p>All sales made are final and cannot be refunded or cancelled once payment has processed and the order is confirmed.</p>

<p>For any Exchange or Replacement give us a text on Instagram @Sicsense.in</p>
",,,,,,,,,,,Sicsense
product_55f517a8-c9d8-7f1c-049c-d3e1c9ae2912,Product,KillCode,<p>&nbsp;</p>,7ae4c4_7405d6577dc94147a18420e293e82504~mv2.png;7ae4c4_f9b22dc5088b436093e9b48df6331b2f~mv2.png;7ae4c4_4f6e51816012484b96c79c9ce36f8e3c~mv2.png;7ae4c4_d055adc75cc24eefa2655406d789c7c3~mv2.png;7ae4c4_00bb33ae8d524575aba8171df580eba8~mv2.png;7ae4c4_6a78b8845f954e99a6cc5c5e521be308~mv2.png;7ae4c4_57b45dd2b85b42418f03ef444990d202~mv2.png,SICARCHIVE;Belts,,,900.0,,true,PERCENT,0.0,0,0.1,,,,,,,,,,,,,,,,,,,,DESCRIPTION,"<p><strong>BELT MATERIAL</strong> - Synthetic Leather</p>

<p><strong>BUCKLE MATERIAL</strong> - Stainless steel</p>

<p><strong>TO FIT WAIST</strong> - 27&nbsp;Inch - 36&nbsp;Inch</p>
",CARE INSTRUCTIONS,"<ul>
	<li>
	<p><strong>Storage:</strong></p>

	<p>Proper storage in a dry, cool place, away from direct sunlight</p>
	</li>
	<li>
	<p><strong>Regular Cleaning:</strong></p>

	<p>Wipe the belt down with a soft, damp cloth after each use to remove surface dirt and grime.</p>
	</li>
	<li>
	<p><strong>Avoid Harsh Cleaners:</strong></p>

	<p>Do not use bleach, harsh chemicals, or detergents as they can damage the PU leather.</p>
	</li>
</ul>
",SHIPPING,"<p>After placing your order, please wait for least 48 Hours which includes making, processing and packaging followed by 4-7 business days of shipping for India-wide orders.<br>
We will get ready and ship your package within 48 hours. Tracking information is automatically emailed to all customers and sent via message if the phone number is added to your order. If you don't receive this, please check your spam folder.<br>
<br>
If you have any questions about shipping, please dm us on Instagram @Sicsense.in</p>
",RETURN AND EXCHANGE,"<p>All sales made are final and cannot be refunded or cancelled once payment has processed and the order is confirmed.</p>

<p>For any Exchange or Replacement give us a text on Instagram @Sicsense.in</p>
",,,,,,,,,,,Sicsense
product_9a8ed2be-aff2-00d6-65dc-e4a00a266cd1,Product,Starblaze,<p>&nbsp;</p>,7ae4c4_f3d026d458c648e7b6abd757cbdce6d8~mv2.png;7ae4c4_67d86ffeebb940358c54cf331084f77c~mv2.png;7ae4c4_a7e841da124f46cd9c99b05a2e1b7b52~mv2.png;7ae4c4_48e56ffb1bbc455083058107c78ee89f~mv2.png;7ae4c4_f21346843398437c90e76e8338043f77~mv2.png;7ae4c4_c82a5c7bdeb4475895d358e442685609~mv2.png;7ae4c4_adae0d94f65b4b89908a63f09e8a06ef~mv2.png,SICARCHIVE;Belts,,,700.0,,true,PERCENT,0.0,15,,,,,,,,,,,,,,,,,,,,,DESCRIPTION,"<p><strong>BELT MATERIAL</strong> - Synthetic Leather</p>

<p><strong>BELT LENGTH</strong> - 41 Inches</p>

<p><strong>BELT WIDTH </strong>- &nbsp;26 mm</p>

<p><strong>BELT THICKNESS</strong> - 3mm</p>

<p><strong>BUCKLE MATERIAL</strong> - Stainless steel</p>

<p><strong>TO FIT WAIST</strong> - 25&nbsp;Inch - 36&nbsp;Inch</p>
",CARE INSTRUCTIONS,"<ul>
	<li>
	<p><strong>Storage:</strong></p>

	<p>Proper storage in a dry, cool place, away from direct sunlight</p>
	</li>
	<li>
	<p><strong>Regular Cleaning:</strong></p>

	<p>Wipe the belt down with a soft, damp cloth after each use to remove surface dirt and grime.</p>
	</li>
	<li>
	<p><strong>Avoid Harsh Cleaners:</strong></p>

	<p>Do not use bleach, harsh chemicals, or detergents as they can damage the PU leather.</p>
	</li>
</ul>
",SHIPPING,"<p>After placing your order, please wait for least 48 Hours which includes making, processing and packaging followed by 4-7 business days of shipping for India-wide orders.<br>
We will get ready and ship your package within 48 hours. Tracking information is automatically emailed to all customers and sent via message if the phone number is added to your order. If you don't receive this, please check your spam folder.<br>
<br>
If you have any questions about shipping, please dm us on Instagram @Sicsense.in</p>
",RETURN AND EXCHANGE,"<p>All sales made are final and cannot be refunded or cancelled once payment has processed and the order is confirmed.</p>

<p>For any Exchange or Replacement give us a text on Instagram @Sicsense.in</p>
",,,,,,,,,,,Sicsense
product_98f2643e-175f-b2bf-72bc-68b5bc14a177,Product,Drift Edge,<p>&nbsp;</p>,7ae4c4_3dac08933edf49069ecd051042eef63e~mv2.png;7ae4c4_ba7ed139e775447398ff19b78b43da05~mv2.png;7ae4c4_85c8f7da47224a06ab19a98f0f991717~mv2.png;7ae4c4_15c6e66d5f1d4cfb91715c7861e0db49~mv2.png;7ae4c4_5653e3c1139c4f38bf36d4a7967fd682~mv2.png,SICARCHIVE;Belts,,,700.0,,true,PERCENT,0.0,0,,,,,,,,,,,,,,,,,,,,,DESCRIPTION,"<p><strong>BELT MATERIAL</strong> - Synthetic Leather</p>

<p><strong>BELT LENGTH</strong> - 45 Inches</p>

<p><strong>BELT THICKNESS </strong>- 3MM</p>

<p><strong>BUCKLE MATERIAL</strong> - Stainless steel</p>

<p><strong>TO FIT WAIST</strong> - 30&nbsp;Inch - 38&nbsp;Inch</p>
",CARE INSTRUCTIONS,"<ul>
	<li>
	<p><strong>Storage:</strong></p>

	<p>Proper storage in a dry, cool place, away from direct sunlight</p>
	</li>
	<li>
	<p><strong>Regular Cleaning:</strong></p>

	<p>Wipe the belt down with a soft, damp cloth after each use to remove surface dirt and grime.</p>
	</li>
	<li>
	<p><strong>Avoid Harsh Cleaners:</strong></p>

	<p>Do not use bleach, harsh chemicals, or detergents as they can damage the PU leather.</p>
	</li>
</ul>
",SHIPPING,"<p>After placing your order, please wait for least 48 Hours which includes making, processing and packaging followed by 4-7 business days of shipping for India-wide orders.<br>
We will get ready and ship your package within 48 hours. Tracking information is automatically emailed to all customers and sent via message if the phone number is added to your order. If you don't receive this, please check your spam folder.<br>
<br>
If you have any questions about shipping, please dm us on Instagram @Sicsense.in</p>
",RETURN AND EXCHANGE,"<p>All sales made are final and cannot be refunded or cancelled once payment has processed and the order is confirmed.</p>

<p>For any Exchange or Replacement give us a text on Instagram @Sicsense.in</p>
",,,,,,,,,,,Sicsense
product_2fa9cbfe-f9e4-3f17-177e-c5b6922f1612,Product,Starbound,"<p><strong>Starbound</strong> isn’t just a belt — it’s a smooth elevation.<br>With sleek curves and metallic accents, it’s built to turn heads while keeping your style grounded. Casual or dressed-up, this one rises above.</p>",7ae4c4_b5398e392a274769ad27c0e5187a37a6~mv2.jpg;7ae4c4_96cb5164096344bf8391e6ed94f6ed75~mv2.jpg;7ae4c4_424d7596e2834d6cb077c3ca4cf56ca3~mv2.jpg;7ae4c4_dde54a7b327c4307a04d14ebf730e8c9~mv2.jpg;7ae4c4_7833bf6de58c4869a93fdcbdbf3f7866~mv2.jpg;7ae4c4_18e4fb0f97e04f4085ff7248b25a17fd~mv2.jpg;7ae4c4_66cca550b065462781bc6e5bf5a05460~mv2.jpg,SICARCHIVE;Belts,,,1645.0,,true,PERCENT,0.0,2,,,,,,,,,,,,,,,,,,,,,DESCRIPTION,"<p><strong>BELT MATERIAL</strong> - Synthetic Leather</p>

<p><strong>BUCKLE MATERIAL</strong> - Stainless steel</p>

<p><strong>TO FIT WAIST</strong> - 28&nbsp;Inch - 34&nbsp;Inch</p>
",CARE INSTRUCTIONS,"<ul>
	<li>
	<p><strong>Storage:</strong></p>

	<p>Proper storage in a dry, cool place, away from direct sunlight</p>
	</li>
	<li>
	<p><strong>Regular Cleaning:</strong></p>

	<p>Wipe the belt down with a soft, damp cloth after each use to remove surface dirt and grime.</p>
	</li>
	<li>
	<p><strong>Avoid Harsh Cleaners:</strong></p>

	<p>Do not use bleach, harsh chemicals, or detergents as they can damage the PU leather.</p>
	</li>
</ul>
",SHIPPING,"<p>After placing your order, please wait for least 48 Hours which includes making, processing and packaging followed by 4-7 business days of shipping for India-wide orders.<br>
We will get ready and ship your package within 48 hours. Tracking information is automatically emailed to all customers and sent via message if the phone number is added to your order. If you don't receive this, please check your spam folder.<br>
<br>
If you have any questions about shipping, please dm us on Instagram @Sicsense.in</p>
",RETURN AND EXCHANGE,"<p>All sales made are final and cannot be refunded or cancelled once payment has processed and the order is confirmed.</p>

<p>For any Exchange or Replacement give us a text on Instagram @Sicsense.in</p>
",,,,,,,,,,,Sicsense
product_ab93d02b-c3a7-7fb3-f977-789aed4d5a5b,Product,Lunark Ring,"<p><strong>Lunark Ring</strong></p><p>Looks like it fell from space, landed on your finger.</p><p>That smooth fade? Looks like it got dipped in galaxy sauce.<br>Zero rust. Zero fade. Max flex.It’s giving main character vibe.</p>",7ae4c4_38312bc63c4948ae94d0fc713d17dc00~mv2.jpg;7ae4c4_8684ad69df5844debe29811570f1adc5~mv2.jpg;7ae4c4_ae6e7bdba0864db384b4b3c3ba274ac8~mv2.jpg;7ae4c4_d43b4367d3194e7788af130790e9702e~mv2.jpg;7ae4c4_0dcc0e06d89748fcb0c8df7e97ffcdf9~mv2.jpg,Rings,,,599.0,,true,PERCENT,0.0,0,,,Size,DROP_DOWN,US8;US10;US12,,,,,,,,,,,,,,,,DESCRIPTION,"<p><strong>MATERIAL </strong>- Stainless Steel<strong>&nbsp;&nbsp;</strong></p>

<p><strong>SIZE </strong>- US8,US10,US12</p>
",CARE INSTRUCTION,"<p>You’ve got yourself a Sicsense ring—built to last, no stress required. But if you want to keep it looking sharp, here’s the simple game plan:</p>

<p>1️⃣ Waterproof – Shower? Sweat? Spilled your drink? No worries, it’s built different.</p>

<p>2️⃣ Anti-Tarnish – Stays shining, no green neck disasters here.</p>

<p>3️⃣ Hypoallergenic – Your skin will love it. No rashes, no redness, just vibes.</p>

<p>4️⃣ 6-Month Warranty – If it ever lets you down (it won’t), we’ve got you.</p>

<p>Basically, put it on and forget about it—this ring works harder than your ex ever did.Wear it. Love it. Forget the hassle. Sicsense has you covered. 😏​​​​​​</p>
",SHIPPING,"<p>After placing your order, please wait for least 48 Hours which includes making, processing and packaging followed by 4-7 business days of shipping for India-wide orders.<br>
We will get ready and ship your package within 48 hours. Tracking information is automatically emailed to all customers and sent via message if the phone number is added to your order. If you don't receive this, please check your spam folder.</p>

<p>If you have any questions about shipping, please dm us on Instagram @Sicsense.in</p>
",RETURN & EXCHANGE,"<p>All sales made are final and cannot be refunded or cancelled once payment has processed and the order is confirmed.</p>

<p>For any Exchange or Replacement give us a text on Instagram @Sicsense.in</p>
",SIZE CHART,"<ol>
	<li>Take a piece of paper or thread and&nbsp;wrap it around&nbsp; your finger so that it fits comfortably but not too tightly.</li>
	<li>Mark the spot where the paper or string overlaps.</li>
	<li>Measure the length between both the ends.</li>
	<li>Use this chart to find out your ring size based on your measurement.</li>
	<li>In between sizes, Always Opt for the bigger size</li>
</ol>

<table>
	<tbody>
		<tr>
			<td>Size</td>
			<td>&nbsp;</td>
			<td>&nbsp; S</td>
			<td>&nbsp; L</td>
			<td>&nbsp;XL</td>
			<td>&nbsp;</td>
		</tr>
		<tr>
			<td>DIAMETER (MM)</td>
			<td>&nbsp;</td>
			<td>18</td>
			<td>&nbsp;20</td>
			<td>&nbsp; 22</td>
			<td>&nbsp;</td>
		</tr>
		<tr>
			<td>CIRCUMFRENCE (MM)</td>
			<td>&nbsp;</td>
			<td>57.5</td>
			<td>62.5</td>
			<td>67.5</td>
			<td>&nbsp;</td>
		</tr>
		<tr>
			<td>US</td>
			<td>&nbsp;</td>
			<td>&nbsp; 8</td>
			<td>&nbsp;10</td>
			<td>&nbsp; 12</td>
			<td>&nbsp;</td>
		</tr>
	</tbody>
</table>
",,,,,,,,,Sicsense
product_ab93d02b-c3a7-7fb3-f977-789aed4d5a5b,Variant,,,,,,,,,true,,,4,0.08,,,,US12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_ab93d02b-c3a7-7fb3-f977-789aed4d5a5b,Variant,,,,,,,,,true,,,10,0.08,,,,US8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_ab93d02b-c3a7-7fb3-f977-789aed4d5a5b,Variant,,,,,,,,,true,,,10,0.08,,,,US10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1d6e819a-1b6e-2149-7658-1b3744118c6c,Product,Stardust Ring,"<p><strong>Stardust Ring</strong><br>Born from chaos, made to flex. The <em>Stardust Ring</em> is what happens when a supernova decides to drip. Rugged texture. Celestial energy. This ring doesn't play it safe — and neither should you.</p>",7ae4c4_5eb4cf9e800d4e13904616bc9cb62c4c~mv2.jpg;7ae4c4_106212e0af4b48269a6a9d007fe2704f~mv2.png;7ae4c4_76c137dfc5d745aabfbc3a89551bf482~mv2.png;7ae4c4_d8530dc1341d493887b4d617c81ccc99~mv2.png;7ae4c4_26bb1c93b95346bca34d3c71fe4abbd2~mv2.png;7ae4c4_2e64fd2860224292a5da82121db0f174~mv2.png,Rings;New Launch,,,499.0,,true,PERCENT,0.0,0,,,Size,DROP_DOWN,US8;US10,,,,,,,,,,,,,,,,DESCRIPTION,"<p><strong>MATERIAL </strong>- Stainless Steel (Waterproof &amp; Anti tarnish)</p>

<p><strong>SIZE </strong>- US8 &amp; US10</p>
",SIZE CHART,"<ol>
	<li>Take a piece of paper or thread and&nbsp;wrap it around&nbsp; your finger so that it fits comfortably but not too tightly.</li>
	<li>Mark the spot where the paper or string overlaps.</li>
	<li>Measure the length between both the ends.</li>
	<li>Use this chart to find out your ring size based on your measurement.</li>
	<li>In between sizes, Always Opt for the bigger size)</li>
</ol>

<table>
	<tbody>
		<tr>
			<td>Size</td>
			<td>&nbsp;</td>
			<td>&nbsp; &nbsp;S</td>
			<td>&nbsp;M</td>
			<td>&nbsp; &nbsp;L</td>
			<td>&nbsp; &nbsp;</td>
		</tr>
		<tr>
			<td>DIAMETER (MM)</td>
			<td>&nbsp;</td>
			<td>&nbsp;18</td>
			<td>&nbsp;19</td>
			<td>
			<p>&nbsp;20</p>
			</td>
			<td>&nbsp;</td>
		</tr>
		<tr>
			<td>CIRCUMFRENCE (MM)</td>
			<td>&nbsp;</td>
			<td>57.5</td>
			<td>&nbsp;60</td>
			<td>62.5</td>
			<td>&nbsp;</td>
		</tr>
		<tr>
			<td>US</td>
			<td>&nbsp;</td>
			<td>&nbsp; &nbsp;8</td>
			<td>&nbsp;10</td>
			<td>&nbsp; 12</td>
			<td>&nbsp;</td>
		</tr>
	</tbody>
</table>
",CARE INSTRUCTIONS,"<p>You’ve got yourself a Sicsense ring—built to last, no stress required. But if you want to keep it looking sharp, here’s the simple game plan:</p>

<p>1️⃣ Waterproof – Shower? Sweat? Spilled your drink? No worries, it’s built different.</p>

<p>2️⃣ Anti-Tarnish – Stays shining, no green neck disasters here.</p>

<p>3️⃣ Hypoallergenic – Your skin will love it. No rashes, no redness, just vibes.</p>

<p>4️⃣ 6-Month Warranty – If it ever lets you down (it won’t), we’ve got you.</p>

<p>Basically, put it on and forget about it—this ring works harder than your ex ever did.Wear it. Love it. Forget the hassle. Sicsense has you covered. 😏​​​​​​</p>
",SHIPPING,"<p>After placing your order, please wait for least 48 Hours which includes making, processing and packaging followed by 4-7 business days of shipping for India-wide orders.<br>
We will get ready and ship your package within 48 hours. Tracking information is automatically emailed to all customers and sent via message if the phone number is added to your order. If you don't receive this, please check your spam folder.<br>
<br>
If you have any questions about shipping, please dm us on Instagram @Sicsense.in</p>
",RETURN AND EXCHANGE,"<p>All sales made are final and cannot be refunded or cancelled once payment has processed and the order is confirmed.</p>

<p>For any Exchange or Replacement give us a text on Instagram @Sicsense.in</p>
",,,,,,,,,Sicsense
